concept_id,concept_en,start_sec,duration_sec,audio_path,ipa,ortho
39,neck,948.076,0.843999982721698,audio/Fail01/JBIL_39_A_neck_Fail01.wav,mɛl,مەل
4,four,530.763,0.6100000000000136,audio/Fail01/JBIL_4_A_four_Fail01.wav,tʃwar,چوەر
42,hand,1017.8679999999999,0.6180000000000518,audio/Fail01/JBIL_42_A_hand_Fail01.wav,dast,دەست
44,finger,1078.987,0.6269999999999527,audio/Fail01/JBIL_44_A_finger_Fail01.wav,kəlɪk,کلێک
5,five,534.3290000000001,0.5639999999999645,audio/Fail01/JBIL_5_A_five_Fail01.wav,pjentʃ,پیەینچ
54,knee,1222.804,0.7569999904019369,audio/Fail01/JBIL_54_A_knee_Fail01.wav,aʒnoa,ئەزنو
55,foot,1260.961,0.6890000000000782,audio/Fail01/JBIL_55_A_foot_Fail01.wav,pa,پا
56,skin,1270.948,0.7300000000000182,audio/Fail01/JBIL_56_A_skin_Fail01.wav,pest,بێست
57,bone,1276.109,0.9510000000000218,audio/Fail01/JBIL_57_A_bone_Fail01.wav,skraːn,سکان
58,blood,1283.487,1.0,audio/Fail01/JBIL_58_A_blood_Fail01.wav,xiːn,خێن
60,heart,1303.32,0.75,audio/Fail01/JBIL_60_A_heart_Fail01.wav,dəl,دەل
61,liver,1309.715,0.7709999999999582,audio/Fail01/JBIL_61_A_liver_Fail01.wav,dʒiɡar,جگەر
62,person,1340.972,0.678000000000111,audio/Fail01/JBIL_62_A_person_Fail01.wav,kɛs,کەس
63,man,1351.615,0.7709999999999582,audio/Fail01/JBIL_63_A_man_Fail01.wav,piɡ,بیاگ
65,woman,1376.056,0.6989999999998417,audio/Fail01/JBIL_65_A_woman_Fail01.wav,ʒən,زێن
75,sister,6631.295,0.9539999999997235,audio/Fail01/JBIL_75_A_sister_Fail01.wav,xoʃokdubaːre,دو
77,bride,1544.65,0.7609999999999673,audio/Fail01/JBIL_77_A_bride_Fail01.wav,buk,بوگ
78,name,1553.6850000000002,0.6389999999998963,audio/Fail01/JBIL_78_A_name_Fail01.wav,naʊ,ناو
79,dog,1560.87,0.8200000000001637,audio/Fail01/JBIL_79_A_dog_Fail01.wav,saɪk,ساگ
81,horn,1590.204,0.7440000000001419,audio/Fail01/JBIL_81_A_horn_Fail01.wav,xʃax,شاخ
82,tail,1595.816,0.8669999999999618,audio/Fail01/JBIL_82_A_tail_Fail01.wav,dɪm,دم
83,claw,1623.671,0.7849999999998545,audio/Fail01/JBIL_83_A_claw_Fail01.wav,naxona,خوون
84,feather,1635.487,0.9009999999998399,audio/Fail01/JBIL_84_A_feather_Fail01.wav,riːʃ,ڕیش
91,fish,1839.31,0.9039999999999964,audio/Fail01/JBIL_91_A_fish_Fail01.wav,maːsim,م
92,bird,1890.691,0.8779999999999291,audio/Fail01/JBIL_92_A_bird_Fail01.wav,paranda,پەران دا
96,louse,1979.79,0.8659999999999854,audio/Fail01/JBIL_96_A_louse_Fail01.wav,sia,سیا
97,tree,2002.913,0.6159999999999854,audio/Fail01/JBIL_97_A_tree_Fail01.wav,rdar,دار
