concept_id,concept_en,start_sec,duration_sec,audio_path,ipa,ortho
257,tongue,32.0,1.0,audio/Qorv01/JBIL_38_A_tongue_Qorv01.wav,zuwān,zuwān
259,neck,33.0,1.0,audio/Qorv01/JBIL_39_A_neck_Qorv01.wav,mil,mil
263,hand,34.0,1.0,audio/Qorv01/JBIL_42_A_hand_Qorv01.wav,das,das
264,finger,35.0,1.0,audio/Qorv01/JBIL_44_A_finger_Qorv01.wav,kilik,kilik
275,knee,36.0,1.0,audio/Qorv01/JBIL_54_A_knee_Qorv01.wav,wižin,wižin
276,foot,38.0,1.0,audio/Qorv01/JBIL_55_A_foot_Qorv01.wav,pā,pā
277,skin,39.0,1.0,audio/Qorv01/JBIL_56_A_skin_Qorv01.wav,pūs,pūs
278,bone,40.0,1.0,audio/Qorv01/JBIL_57_A_bone_Qorv01.wav,soqān,soqān
279,blood,41.0,1.0,audio/Qorv01/JBIL_58_A_blood_Qorv01.wav,xön,xön
281,heart,43.0,1.0,audio/Qorv01/JBIL_60_A_heart_Qorv01.wav,qaɫb,qaɫb
282,liver,44.0,1.0,audio/Qorv01/JBIL_61_A_liver_Qorv01.wav,jiǧir,jiǧir
283,person,45.0,1.0,audio/Qorv01/JBIL_62_A_person_Qorv01.wav,kas,kas
284,man,46.0,1.0,audio/Qorv01/JBIL_63_A_man_Qorv01.wav,pīyā,pīyā
286,woman,48.0,1.0,audio/Qorv01/JBIL_65_A_woman_Qorv01.wav,žin,žin
296,bride,49.0,1.0,audio/Qorv01/JBIL_77_A_bride_Qorv01.wav,wayī,wayī
297,name,50.0,1.0,audio/Qorv01/JBIL_78_A_name_Qorv01.wav,nāw,nāw
298,dog,51.0,1.0,audio/Qorv01/JBIL_79_A_dog_Qorv01.wav,saǧ,saǧ
300,horn,52.0,1.0,audio/Qorv01/JBIL_81_cow_horn_Qorv01.wav,šāx,šāx
301,tail,53.0,1.0,audio/Qorv01/JBIL_82_A_tail_Qorv01.wav,düčka,düčka
302,claw,54.0,1.0,audio/Qorv01/JBIL_83_A_claw_Qorv01.wav,čiŋir,čiŋir
303,feather,55.0,1.0,audio/Qorv01/JBIL_84_A_feather_Qorv01.wav,pař,pař
310,fish,56.0,1.0,audio/Qorv01/JBIL_91_A_fish_Qorv01.wav,māhī,māhī
311,bird,57.0,1.0,audio/Qorv01/JBIL_92_A_bird_Qorv01.wav,bāɫdār,bāɫdār
315,louse,59.0,1.0,audio/Qorv01/JBIL_96_A_louse_Qorv01.wav,sipē,sipē
316,tree,60.0,1.0,audio/Qorv01/JBIL_97_A_tree_Qorv01.wav,dār,dār
322,leaf,61.0,1.0,audio/Qorv01/JBIL_102_A_leaf_Qorv01.wav,gaɫā,gaɫā
323,root,62.0,1.0,audio/Qorv01/JBIL_104_A_root_Qorv01.wav,řīša,řīša
325,seed,63.0,1.0,audio/Qorv01/JBIL_106_A_seed_Qorv01.wav,toxm,toxm
328,cloud,64.0,1.0,audio/Qorv01/JBIL_109_A_cloud_Qorv01.wav,hawr,hawr
330,sun,65.0,1.0,audio/Qorv01/JBIL_111_A_sun_Qorv01.wav,xwar,xwar
333,moon,66.0,1.0,audio/Qorv01/JBIL_113_A_moon_Qorv01.wav,māŋ,māŋ
334,star,67.0,1.0,audio/Qorv01/JBIL_115_A_star_Qorv01.wav,hasāra,hasāra
336,mountain,68.0,1.0,audio/Qorv01/JBIL_118_A_mountain_Qorv01.wav,kēf,kēf
337,stone,69.0,1.0,audio/Qorv01/JBIL_119_A_stone_Qorv01.wav,kučik,kučik
338,sand,70.0,1.0,audio/Qorv01/JBIL_120_A_sand_Qorv01.wav,šin,šin
340,water,71.0,1.0,audio/Qorv01/JBIL_122_A_water_Qorv01.wav,āw,āw
344,fire,72.0,1.0,audio/Qorv01/JBIL_130_A_fire_Qorv01.wav,āǧir,āǧir
345,smoke,73.0,1.0,audio/Qorv01/JBIL_131_A_smoke_Qorv01.wav,dükaɫ,dükaɫ
354,egg,74.0,1.0,audio/Qorv01/JBIL_141_A_egg_Qorv01.wav,hīlka,hīlka
355,milk,75.0,1.0,audio/Qorv01/JBIL_142_A_milk_Qorv01.wav,šīr,šīr
356,honey,76.0,1.0,audio/Qorv01/JBIL_143_A_honey_Qorv01.wav,hasaɫ,hasaɫ
357,walnut,77.0,1.0,audio/Qorv01/JBIL_144_A_walnut_Qorv01.wav,girdakān,girdakān
365,new,78.0,1.0,audio/Qorv01/JBIL_154_A_new_Qorv01.wav,tāza,tāza
366,hot,79.0,1.0,audio/Qorv01/JBIL_156_fire_hot_Qorv01.wav,garm,garm
367,cold,80.0,1.0,audio/Qorv01/JBIL_157_A_cold_Qorv01.wav,sārd,sārd
375,full,81.0,1.0,audio/Qorv01/JBIL_165_A_full_Qorv01.wav,piř,piř
377,dry,82.0,1.0,audio/Qorv01/JBIL_167_A_dry_Qorv01.wav,wišk,wišk
378,round,83.0,1.0,audio/Qorv01/JBIL_171_A_round_Qorv01.wav,gird,gird
385,green,84.0,1.0,audio/Qorv01/JBIL_177_A_green_Qorv01.wav,sawz,sawz
504,this,85.0,1.0,audio/Qorv01/JBIL_298_A_this_Qorv01.wav,aya,aya
506,that,86.0,1.0,audio/Qorv01/JBIL_299_A_that_Qorv01.wav,awa,awa
517,I,88.0,1.0,audio/Qorv01/JBIL_319_A_I_Qorv01.wav,min,min
519,we,90.0,1.0,audio/Qorv01/JBIL_321_A_we_Qorv01.wav,īma,īma
52,salt,0.0,1.0,audio/Qorv01/KLQ_3.14_A_salt_Qorv01.wav,xwā,xwā
520,you,91.0,1.0,audio/Qorv01/JBIL_322_A_you_Qorv01.wav,īwa,īwa
534,bark,92.0,1.0,audio/Qorv01/JBIL_103_A_bark_Qorv01.wav,tūk,tūk
536,night,93.0,1.0,audio/Qorv01/KLQ_10.21_A_night_Qorv01.wav,šaw,šaw
538,ash,94.0,1.0,audio/Qorv01/JBIL_132_A_ash_Qorv01.wav,xwaɫakū,xwaɫakū
55,long,1.0,1.0,audio/Qorv01/KLQ_4.3_A_long_Qorv01.wav,dirīž,dirīž
616,rain,96.0,1.0,audio/Qorv01/JBIL_126_A_rain_Qorv01.wav,bārān,bārān
