concept_id,concept_en,start_sec,duration_sec,audio_path,ipa,ortho
325,seed,62.0,1.0,audio/Kalh02/JBIL_106_A_seed_Kalh02.wav,tÿam,tÿam
328,cloud,63.0,1.0,audio/Kalh02/JBIL_109_A_cloud_Kalh02.wav,awr,awr
330,sun,64.0,1.0,audio/Kalh02/JBIL_111_A_sun_Kalh02.wav,xwar,xwar
333,moon,65.0,1.0,audio/Kalh02/JBIL_113_A_moon_Kalh02.wav,māŋ,māŋ
334,star,66.0,1.0,audio/Kalh02/JBIL_115_A_star_Kalh02.wav,hisāra,hisāra
336,mountain,67.0,1.0,audio/Kalh02/JBIL_118_A_mountain_Kalh02.wav,küya,küya
337,stone,68.0,1.0,audio/Kalh02/JBIL_119_A_stone_Kalh02.wav,kučig,kučig
338,sand,69.0,1.0,audio/Kalh02/JBIL_120_A_sand_Kalh02.wav,šin,šin
340,water,70.0,1.0,audio/Kalh02/JBIL_122_A_water_Kalh02.wav,āw,āw
344,fire,71.0,1.0,audio/Kalh02/JBIL_130_A_fire_Kalh02.wav,āgir,āgir
345,smoke,72.0,1.0,audio/Kalh02/JBIL_131_A_smoke_Kalh02.wav,düdī,düdī
354,egg,73.0,1.0,audio/Kalh02/JBIL_141_A_egg_Kalh02.wav,xā,xā
355,milk,74.0,1.0,audio/Kalh02/JBIL_142_A_milk_Kalh02.wav,šīr,šīr
356,honey,75.0,1.0,audio/Kalh02/JBIL_143_A_honey_Kalh02.wav,hasaɫ,hasaɫ
357,walnut,76.0,1.0,audio/Kalh02/JBIL_144_A_walnut_Kalh02.wav,girdakān,girdakān
365,new,77.0,1.0,audio/Kalh02/JBIL_154_A_new_Kalh02.wav,nū,nū
366,hot,79.0,1.0,audio/Kalh02/JBIL_156_fire_hot_Kalh02.wav,garm,garm
367,cold,80.0,1.0,audio/Kalh02/JBIL_157_A_cold_Kalh02.wav,sard,sard
375,full,81.0,1.0,audio/Kalh02/JBIL_165_A_full_Kalh02.wav,piř,piř
377,dry,82.0,1.0,audio/Kalh02/JBIL_167_A_dry_Kalh02.wav,wišk,wišk
378,round,83.0,1.0,audio/Kalh02/JBIL_171_A_round_Kalh02.wav,gird,gird
385,green,84.0,1.0,audio/Kalh02/JBIL_177_A_green_Kalh02.wav,sawz,sawz
504,this,85.0,1.0,audio/Kalh02/JBIL_298_A_this_Kalh02.wav,ya,ya
506,that,86.0,1.0,audio/Kalh02/JBIL_299_A_that_Kalh02.wav,awa,awa
517,I,88.0,1.0,audio/Kalh02/JBIL_319_A_I_Kalh02.wav,ma,ma
519,we,89.0,1.0,audio/Kalh02/JBIL_321_A_we_Kalh02.wav,īma,īma
52,salt,0.0,1.0,audio/Kalh02/KLQ_3.14_A_salt_Kalh02.wav,xwā,xwā
520,you,90.0,1.0,audio/Kalh02/JBIL_322_A_you_Kalh02.wav,üya,üya
534,bark,92.0,1.0,audio/Kalh02/JBIL_103_A_bark_Kalh02.wav,tūk,tūk
536,night,93.0,1.0,audio/Kalh02/KLQ_10.21_A_night_Kalh02.wav,šaw,šaw
538,ash,94.0,1.0,audio/Kalh02/JBIL_132_A_ash_Kalh02.wav,xwaɫakū,xwaɫakū
55,long,1.0,1.0,audio/Kalh02/KLQ_4.3_A_long_Kalh02.wav,dirīž,dirīž
616,rain,96.0,1.0,audio/Kalh02/JBIL_126_A_rain_Kalh02.wav,wārān,wārān
