concept_id,concept_en,start_sec,duration_sec,audio_path,ipa,ortho
296,bride,1027.356,0.6059999999999945,audio/Mand01/JBIL_77_A_bride_Mand01.wav,arusa,ئەرووسە
297,name,1045.085,0.5640000000000782,audio/Mand01/JBIL_78_A_name_Mand01.wav,naʊ,ناو
298,dog,1054.0,0.6150000000000091,audio/Mand01/JBIL_79_A_dog_Mand01.wav,saɡ,ساگ
300,horn,1135.313,0.6859999999999218,audio/Mand01/JBIL_81_cow_horn_Mand01.wav,ʃaxʃ,شاخ
301,tail,1147.236,0.5450000000000728,audio/Mand01/JBIL_82_A_tail_Mand01.wav,kilɪk,کەلێک
302,claw,1172.554,0.6509999999998399,audio/Mand01/JBIL_83_A_claw_Mand01.wav,nuːxaːn,نیخان
303,feather,1189.915,0.7129999999999654,audio/Mand01/JBIL_84_A_feather_Mand01.wav,riːʃ,ڕیش
310,fish,1303.423,0.9149999999999636,audio/Mand01/JBIL_91_A_fish_Mand01.wav,masi,ماسی م
311,bird,1321.44,0.7419999999999618,audio/Mand01/JBIL_92_A_bird_Mand01.wav,tojoːr,فتەگیور
315,louse,1437.422,0.6920000000000073,audio/Mand01/JBIL_96_A_louse_Mand01.wav,spjes,سپیە
316,tree,1519.112,0.5599999999999454,audio/Mand01/JBIL_97_A_tree_Mand01.wav,dat,داڕ
322,leaf,1748.557,0.5930000000000746,audio/Mand01/JBIL_102_A_leaf_Mand01.wav,ɡʌla,گڵا
323,root,1938.079,0.9809999999999945,audio/Mand01/JBIL_104_A_root_Mand01.wav,bendar,بەن دار
325,seed,1842.262,0.73700000000008,audio/Mand01/JBIL_106_A_seed_Mand01.wav,tu,تو
328,cloud,1867.407,0.5920000000000982,audio/Mand01/JBIL_109_A_cloud_Mand01.wav,haʊr,هاور
330,sun,1884.606,0.7660000000000764,audio/Mand01/JBIL_111_A_sun_Mand01.wav,xwar,خو
333,moon,1952.542,0.7420000000001892,audio/Mand01/JBIL_113_A_moon_Mand01.wav,maŋk,مانگ
334,star,1966.282,0.8650000000000091,audio/Mand01/JBIL_115_A_star_Mand01.wav,nadʒima,نەجمە
336,mountain,2074.906,0.7420000000001892,audio/Mand01/JBIL_118_A_mountain_Mand01.wav,dʒɔal,جەوەل
337,stone,2086.263,0.7359999999998763,audio/Mand01/JBIL_119_A_stone_Mand01.wav,kutʃiɡ,کوچگ
338,sand,2133.784,0.5770000000002256,audio/Mand01/JBIL_120_A_sand_Mand01.wav,qom,گوم
340,water,2168.41,0.5889999999999418,audio/Mand01/JBIL_122_A_water_Mand01.wav,aːu,ئەو
344,fire,2248.75,0.6840000000001965,audio/Mand01/JBIL_130_A_fire_Mand01.wav,aːɡɪr,ئاگەر
345,smoke,2253.0,0.6430000000000291,audio/Mand01/JBIL_131_A_smoke_Mand01.wav,dykal,دۊ کەڵ
352,salt,2442.0,0.7020000000002256,audio/Mand01/JBIL_139_eating_salt_Mand01.wav,xwa,خوە
354,egg,2518.313,0.8739999999997963,audio/Mand01/JBIL_141_A_egg_Mand01.wav,kxaːja,خایا
355,milk,2533.306,0.693000000000211,audio/Mand01/JBIL_142_A_milk_Mand01.wav,ʃiːr,شیر
356,honey,2541.0,0.76299999999992,audio/Mand01/JBIL_143_A_honey_Mand01.wav,asɛl,ئەسەل
357,walnut,2546.651,0.9479999999998654,audio/Mand01/JBIL_144_A_walnut_Mand01.wav,ɡʌrdʌkaːn,گردکان
365,new,2741.287,0.8240000000000691,audio/Mand01/JBIL_154_A_new_Mand01.wav,taːzs,تا
366,hot,2753.534,0.8899999999998727,audio/Mand01/JBIL_156_fire_hot_Mand01.wav,ɡarma,گەرمە
367,cold,2758.218,0.8820000000000618,audio/Mand01/JBIL_157_A_cold_Mand01.wav,sarda,ساژ دە
369,long,2764.461,0.75,audio/Mand01/JBIL_158_thing_long_Mand01.wav,diɹiʒ,دریش
375,full,2960.934,0.5850000000000364,audio/Mand01/JBIL_165_A_full_Mand01.wav,por,پر
378,round,3016.592,0.5929999999998472,audio/Mand01/JBIL_171_A_round_Mand01.wav,xeːr,کەر
385,green,3122.453,0.7910000000001673,audio/Mand01/JBIL_177_A_green_Mand01.wav,zsoʊz,ساوز
42,rain,2206.764,0.9890000000000327,audio/Mand01/KLQ_3.1_A_rain_Mand01.wav,waɾan,واران
44,snow,2194.135,0.543999999999869,audio/Mand01/KLQ_3.4_A_snow_Mand01.wav,wʌfʌd,وەفر
5,nose,229.898,0.7580000000000098,audio/Mand01/KLQ_1.5_A_nose_Mand01.wav,luːt,لەووت
504,this,7159.562,0.6670000000003711,audio/Mand01/JBIL_298_A_this_Mand01.wav,ajaː,ئەیە
506,that,7165.163,0.7089999999998327,audio/Mand01/JBIL_299_A_that_Mand01.wav,awa,ئەوە
517,I,7472.594,0.6409999999996217,audio/Mand01/JBIL_319_A_I_Mand01.wav,mɛn,من
519,we,7848.905,0.7579999999998108,audio/Mand01/JBIL_321_A_we_Mand01.wav,iːmə,ئیمە
520,you,7854.392,0.6999999999998181,audio/Mand01/JBIL_322_A_you_Mand01.wav,iwa,وە
53,big,2994.287,0.7119999999999891,audio/Mand01/KLQ_4.1_A_big_Mand01.wav,ɡoːda,گەوورە
534,bark,1783.0,0.91599999999994,audio/Mand01/JBIL_103_A_bark_Mand01.wav,tykəldar,تۊەکڵ دار
536,night,1958.092,0.775000000000091,audio/Mand01/KLQ_10.21_A_night_Mand01.wav,ʃaʊ,شەو
538,ash,2287.833,0.75,audio/Mand01/JBIL_132_A_ash_Mand01.wav,xol,خوال
54,small,3002.106,0.6339999999995598,audio/Mand01/KLQ_4.2_A_small_Mand01.wav,bytʃyk,بۊچک
70,good,2641.258,0.7989999999999782,audio/Mand01/KLQ_4.19_A_good_Mand01.wav,xas,کاس
79,dry,9668.191,0.5259999999998399,audio/Mand01/KLQ_4.28_land_dry_Mand01.wav,wuʃɪk,وشک
88,white,3160.186,0.7329999999997199,audio/Mand01/KLQ_5.1_A_white_Mand01.wav,abjaθ,ئە بیاف
89,black,3155.461,0.7990000000004329,audio/Mand01/KLQ_5.2_A_black_Mand01.wav,aswuːt,ئەسوەت
90,red,3151.373,0.75,audio/Mand01/KLQ_5.3_A_red_Mand01.wav,qʌdmʌz,قەرمز
92,yellow,3147.528,0.7170000000000982,audio/Mand01/KLQ_5.5_A_yellow_Mand01.wav,zɛrts,زەرد ز
